Number of Iterations, Accuracy 
45400, 0.97603084 
45600, 0.97983015 
45800, 0.97703654 
46000, 0.97748352 
46200, 0.97619846 
46400, 0.97653369 
46600, 0.97603084 
46800, 0.97943904 
47000, 0.96619734 
47200, 0.97541625 
47400, 0.97977428 
47600, 0.96619734 
47800, 0.97513689 
48000, 0.9797184 
48200, 0.97882445 
48400, 0.97508101 
48600, 0.97223153 
48800, 0.97966253 
49000, 0.96759414 
49200, 0.97558386 
49400, 0.97586322 
49600, 0.97452229 
49800, 0.97781875 
50000, 0.97670131 
50200, 0.97966253 
50400, 0.97122584 
50600, 0.97558386 
50800, 0.97910381 
51000, 0.97726003 
51200, 0.97770701 
51400, 0.97787462 
51600, 0.96954967 
51800, 0.96809699 
52000, 0.96776176 
52200, 0.9773159 
52400, 0.97776288 
52600, 0.97804224 
52800, 0.97882445 
53000, 0.97603084 
53200, 0.97563974 
53400, 0.97966253 
53600, 0.97927143 
53800, 0.97809811 
54000, 0.97748352 
54200, 0.97055537 
54400, 0.9773159 
54600, 0.97955079 
54800, 0.97653369 
55000, 0.97647782 
55200, 0.97446642 
55400, 0.97619846 
55600, 0.97228741 
55800, 0.97737177 
56000, 0.97116996 
56200, 0.97619846 
56400, 0.97781875 
56600, 0.97809811 
56800, 0.97457817 
57000, 0.97787462 
57200, 0.97340485 
57400, 0.97753939 
57600, 0.97938317 
57800, 0.9725109 
58000, 0.96256565 
58200, 0.97837747 
58400, 0.97541625 
58600, 0.97999777 
58800, 0.97709241 
59000, 0.9749134 
59200, 0.97921555 
59400, 0.9793273 
59600, 0.97642195 
59800, 0.97860096 
60000, 0.97413119 
60200, 0.97686892 
60400, 0.97206392 
60600, 0.97686892 
60800, 0.97776288 
61000, 0.97653369 
61200, 0.97401944 
61400, 0.97787462 
61600, 0.97994189 
61800, 0.97033188 
62000, 0.98038887 
62200, 0.97820986 
62400, 0.980333 
62600, 0.96943793 
62800, 0.9753045 
63000, 0.98010951 
63200, 0.97994189 
63400, 0.97502514 
63600, 0.97960666 
63800, 0.97860096 
64000, 0.980333 
64200, 0.98022125 
64400, 0.97966253 
64600, 0.97703654 
64800, 0.97943904 
65000, 0.97608671 
65200, 0.9749134 
65400, 0.96943793 
65600, 0.95798413 
65800, 0.97010839 
66000, 0.97223153 
66200, 0.97759526 
66400, 0.97446642 
66600, 0.97619846 
66800, 0.97681305 
67000, 0.97547212 
67200, 0.97541625 
67400, 0.97480165 
67600, 0.9793273 
67800, 0.96899095 
68000, 0.97156107 
68200, 0.97882445 
68400, 0.97625433 
68600, 0.97603084 
68800, 0.97658956 
69000, 0.98016538 
69200, 0.97820986 
69400, 0.97753939 
69600, 0.97804224 
69800, 0.97569561 
70000, 0.98016538 
70200, 0.97178456 
70400, 0.97943904 
70600, 0.97882445 
70800, 0.97658956 
71000, 0.98010951 
71200, 0.97943904 
71400, 0.97737177 
71600, 0.98005364 
71800, 0.97949492 
72000, 0.97519276 
72200, 0.97910381 
72400, 0.97619846 
72600, 0.97513689 
72800, 0.97206392 
73000, 0.97485753 
73200, 0.97709241 
73400, 0.98005364 
73600, 0.97698067 
73800, 0.97904794 
74000, 0.98044474 
74200, 0.97949492 
74400, 0.97675718 
74600, 0.97994189 
74800, 0.97949492 
75000, 0.97742765 
75200, 0.96792938 
75400, 0.97468991 
75600, 0.97519276 
75800, 0.96977316 
76000, 0.97983015 
76200, 0.96787351 
76400, 0.97915968 
76600, 0.97826573 
76800, 0.97770701 
77000, 0.97949492 
77200, 0.97686892 
77400, 0.97485753 
77600, 0.97569561 
77800, 0.97379595 
78000, 0.97658956 
78200, 0.97804224 
78400, 0.98022125 
78600, 0.97848922 
78800, 0.97949492 
79000, 0.97575148 
79200, 0.9783216 
79400, 0.97899207 
79600, 0.9797184 
79800, 0.97938317 
80000, 0.97681305 
80200, 0.97893619 
80400, 0.97614259 
80600, 0.96915857 
80800, 0.97843334 
81000, 0.97234328 
81200, 0.98005364 
81400, 0.97949492 
81600, 0.97915968 
81800, 0.97563974 
82000, 0.97949492 
82200, 0.980333 
82400, 0.9684881 
82600, 0.97681305 
82800, 0.97519276 
83000, 0.97848922 
83200, 0.96765002 
83400, 0.97983015 
83600, 0.98027713 
83800, 0.98016538 
84000, 0.97888032 
84200, 0.97407532 
84400, 0.97843334 
84600, 0.97927143 
84800, 0.97698067 
85000, 0.97994189 
85200, 0.97558386 
85400, 0.97658956 
85600, 0.97513689 
85800, 0.97608671 
86000, 0.97681305 
86200, 0.97614259 
86400, 0.97999777 
86600, 0.97748352 
86800, 0.97619846 
87000, 0.97619846 
87200, 0.97569561 
87400, 0.97714828 
87600, 0.9793273 
87800, 0.97647782 
88000, 0.97055537 
88200, 0.97960666 
88400, 0.97636607 
88600, 0.97061124 
88800, 0.980333 
89000, 0.97714828 
89200, 0.9769248 
89400, 0.97480165 
89600, 0.98005364 
89800, 0.9779305 
90000, 0.97720416 
90200, 0.97675718 
90400, 0.97441055 
90600, 0.97228741 
90800, 0.97871271 
91000, 0.97994189 
91200, 0.97860096 
91400, 0.96737066 
91600, 0.97547212 
91800, 0.97720416 
92000, 0.97642195 
92200, 0.97882445 
92400, 0.97921555 
92600, 0.97485753 
92800, 0.96753827 
93000, 0.97994189 
93200, 0.97642195 
93400, 0.98022125 
93600, 0.97357247 
93800, 0.9773159 
94000, 0.96776176 
94200, 0.97658956 
94400, 0.97854509 
94600, 0.9797184 
94800, 0.98005364 
95000, 0.97720416 
95200, 0.97988602 
95400, 0.97977428 
95600, 0.9773159 
95800, 0.97653369 
96000, 0.97664544 
96200, 0.96630908 
96400, 0.97122584 
96600, 0.97675718 
96800, 0.96921444 
97000, 0.97100235 
97200, 0.98005364 
97400, 0.97077886 
97600, 0.97563974 
97800, 0.97742765 
98000, 0.97843334 
98200, 0.97804224 
98400, 0.97904794 
98600, 0.97446642 
98800, 0.97726003 
99000, 0.97910381 
99200, 0.97351659 
99400, 0.97614259 
99600, 0.97865683 
99800, 0.98016538 
100000, 0.97798637 
100200, 0.97737177 
100400, 0.97949492 
100600, 0.97826573 
100800, 0.97820986 
101000, 0.97664544 
101200, 0.97519276 
101400, 0.97485753 
101600, 0.97407532 
101800, 0.9566432 
102000, 0.97770701 
102200, 0.96865572 
102400, 0.97407532 
102600, 0.97452229 
102800, 0.98022125 
103000, 0.97396357 
103200, 0.97938317 
103400, 0.98016538 
103600, 0.97161694 
103800, 0.97742765 
104000, 0.97826573 
104200, 0.97837747 
104400, 0.96787351 
104600, 0.96921444 
104800, 0.97636607 
105000, 0.98055649 
105200, 0.9793273 
105400, 0.96915857 
105600, 0.97580735 
105800, 0.97955079 
106000, 0.97899207 
106200, 0.97871271 
106400, 0.97558386 
106600, 0.97401944 
106800, 0.97726003 
107000, 0.98016538 
107200, 0.97385183 
107400, 0.97027601 
107600, 0.97172868 
107800, 0.97245502 
108000, 0.97759526 
108200, 0.97938317 
108400, 0.97519276 
108600, 0.96496815 
108800, 0.98005364 
109000, 0.97820986 
109200, 0.97737177 
109400, 0.97698067 
109600, 0.9769248 
109800, 0.97999777 
110000, 0.97167281 
110200, 0.97927143 
110400, 0.97809811 
110600, 0.97396357 
110800, 0.97083473 
111000, 0.97513689 
111200, 0.97670131 
111400, 0.97044362 
111600, 0.97860096 
111800, 0.97558386 
112000, 0.97927143 
112200, 0.97966253 
112400, 0.96591798 
112600, 0.97770701 
112800, 0.97977428 
113000, 0.97575148 
113200, 0.97966253 
113400, 0.97116996 
113600, 0.97888032 
113800, 0.97552799 
114000, 0.97647782 
114200, 0.97921555 
114400, 0.97642195 
114600, 0.97100235 
114800, 0.97994189 
115000, 0.97413119 
115200, 0.97474578 
115400, 0.97809811 
115600, 0.97374008 
115800, 0.97876858 
116000, 0.97022014 
116200, 0.97441055 
116400, 0.97983015 
116600, 0.96418594 
116800, 0.97580735 
117000, 0.97279026 
117200, 0.97994189 
117400, 0.97871271 
117600, 0.97854509 
117800, 0.97966253 
118000, 0.97876858 
118200, 0.96832048 
118400, 0.97614259 
118600, 0.97955079 
118800, 0.97776288 
119000, 0.97826573 
119200, 0.97513689 
119400, 0.97938317 
119600, 0.980333 
119800, 0.97625433 
120000, 0.97318136 
120200, 0.97401944 
120400, 0.97351659 
120600, 0.97658956 
120800, 0.97994189 
121000, 0.97083473 
121200, 0.98016538 
121400, 0.97217566 
121600, 0.97139345 
121800, 0.97983015 
122000, 0.97072299 
122200, 0.98010951 
122400, 0.97575148 
122600, 0.97826573 
122800, 0.97820986 
123000, 0.97703654 
123200, 0.97871271 
123400, 0.97446642 
123600, 0.9698849 
123800, 0.97262264 
124000, 0.97955079 
124200, 0.97720416 
124400, 0.97949492 
124600, 0.97787462 
124800, 0.97664544 
125000, 0.97457817 
125200, 0.97804224 
125400, 0.96943793 
125600, 0.97401944 
125800, 0.9769248 
126000, 0.97642195 
126200, 0.97955079 
126400, 0.97927143 
126600, 0.97675718 
126800, 0.97737177 
127000, 0.9718963 
127200, 0.97955079 
127400, 0.97837747 
127600, 0.97072299 
127800, 0.97547212 
128000, 0.97876858 
128200, 0.97318136 
128400, 0.97994189 
128600, 0.97893619 
128800, 0.97943904 
129000, 0.97200805 
129200, 0.97949492 
129400, 0.97552799 
129600, 0.97915968 
129800, 0.97977428 
130000, 0.97714828 
130200, 0.97776288 
130400, 0.9797184 
130600, 0.98005364 
130800, 0.97346072 
131000, 0.97848922 
131200, 0.9797184 
131400, 0.97988602 
131600, 0.97726003 
131800, 0.97653369 
132000, 0.9698849 
132200, 0.97742765 
132400, 0.97893619 
132600, 0.97379595 
132800, 0.97826573 
133000, 0.97955079 
133200, 0.97837747 
133400, 0.96664432 
133600, 0.97876858 
133800, 0.97927143 
134000, 0.97949492 
134200, 0.97966253 
134400, 0.97843334 
134600, 0.97318136 
134800, 0.97759526 
135000, 0.97921555 
135200, 0.97703654 
135400, 0.97709241 
135600, 0.97116996 
135800, 0.9793273 
136000, 0.97653369 
136200, 0.97027601 
136400, 0.97072299 
136600, 0.9769248 
136800, 0.9749134 
137000, 0.97362834 
137200, 0.97798637 
137400, 0.97184043 
137600, 0.97044362 
137800, 0.97876858 
138000, 0.97860096 
138200, 0.97826573 
138400, 0.97563974 
138600, 0.97463404 
138800, 0.97714828 
139000, 0.97904794 
139200, 0.97854509 
139400, 0.97826573 
139600, 0.98022125 
139800, 0.97698067 
140000, 0.97340485 
140200, 0.97994189 
140400, 0.9715052 
140600, 0.97865683 
140800, 0.97401944 
141000, 0.96977316 
141200, 0.97888032 
141400, 0.97899207 
141600, 0.97653369 
141800, 0.97541625 
142000, 0.97681305 
142200, 0.97798637 
142400, 0.97267851 
142600, 0.97172868 
142800, 0.9769248 
143000, 0.97552799 
143200, 0.97714828 
143400, 0.97083473 
143600, 0.97619846 
143800, 0.97116996 
144000, 0.97474578 
144200, 0.9725109 
144400, 0.97541625 
144600, 0.97608671 
144800, 0.97983015 
145000, 0.97536038 
145200, 0.97670131 
145400, 0.98005364 
145600, 0.97815398 
145800, 0.96597385 
146000, 0.97580735 
146200, 0.98005364 
146400, 0.98022125 
146600, 0.9763102 
146800, 0.97306962 
147000, 0.97943904 
147200, 0.97910381 
147400, 0.97815398 
147600, 0.97128171 
147800, 0.97329311 
148000, 0.97536038 
148200, 0.97994189 
148400, 0.98005364 
148600, 0.97966253 
148800, 0.98005364 
149000, 0.9749134 
149200, 0.97943904 
149400, 0.97776288 
149600, 0.97999777 
149800, 0.98010951 
150000, 0.97642195 
150200, 0.97765113 
150400, 0.97424293 
150600, 0.9715052 
150800, 0.97820986 
151000, 0.97955079 
151200, 0.97552799 
151400, 0.97927143 
151600, 0.97927143 
151800, 0.97105822 
152000, 0.98016538 
152200, 0.97675718 
152400, 0.97938317 
152600, 0.96865572 
152800, 0.97748352 
153000, 0.97413119 
153200, 0.97915968 
153400, 0.97815398 
153600, 0.97195217 
153800, 0.96362722 
154000, 0.97949492 
154200, 0.97625433 
154400, 0.97608671 
154600, 0.97938317 
154800, 0.97519276 
155000, 0.9715052 
155200, 0.9793273 
155400, 0.97580735 
155600, 0.97765113 
155800, 0.97424293 
156000, 0.97563974 
156200, 0.97753939 
156400, 0.97815398 
156600, 0.97899207 
156800, 0.97871271 
157000, 0.97195217 
157200, 0.97195217 
157400, 0.97619846 
157600, 0.97139345 
157800, 0.97765113 
158000, 0.97949492 
158200, 0.97094647 
158400, 0.97915968 
158600, 0.96703542 
158800, 0.9749134 
159000, 0.97563974 
159200, 0.97798637 
159400, 0.96614147 
159600, 0.97457817 
159800, 0.97915968 
160000, 0.97854509 
160200, 0.97893619 
160400, 0.97670131 
160600, 0.97837747 
160800, 0.97586322 
161000, 0.97921555 
161200, 0.97211979 
161400, 0.97496927 
161600, 0.97960666 
161800, 0.97452229 
162000, 0.97999777 
162200, 0.9759191 
162400, 0.9793273 
162600, 0.97798637 
162800, 0.97653369 
163000, 0.97670131 
163200, 0.97809811 
163400, 0.97798637 
163600, 0.97647782 
163800, 0.97195217 
164000, 0.97653369 
164200, 0.97820986 
164400, 0.97217566 
164600, 0.96954967 
164800, 0.97854509 
165000, 0.97234328 
165200, 0.97061124 
165400, 0.97619846 
165600, 0.97955079 
165800, 0.97105822 
166000, 0.9773159 
166200, 0.97368421 
166400, 0.97910381 
166600, 0.97351659 
166800, 0.97385183 
167000, 0.980333 
167200, 0.97904794 
167400, 0.97938317 
167600, 0.97949492 
167800, 0.97658956 
168000, 0.97552799 
168200, 0.97921555 
168400, 0.97804224 
168600, 0.96876746 
168800, 0.98022125 
169000, 0.9753045 
169200, 0.97726003 
169400, 0.97843334 
169600, 0.97508101 
169800, 0.98005364 
170000, 0.96994078 
170200, 0.97597497 
170400, 0.96737066 
170600, 0.97955079 
170800, 0.97401944 
171000, 0.97927143 
171200, 0.97580735 
171400, 0.96899095 
171600, 0.96982903 
171800, 0.97848922 
172000, 0.97720416 
172200, 0.9797184 
172400, 0.97597497 
172600, 0.97910381 
172800, 0.97904794 
173000, 0.97882445 
173200, 0.97374008 
173400, 0.97318136 
173600, 0.97798637 
173800, 0.97670131 
174000, 0.96971729 
174200, 0.9769248 
174400, 0.97815398 
174600, 0.97938317 
174800, 0.9797184 
175000, 0.97742765 
175200, 0.97636607 
175400, 0.97658956 
175600, 0.97899207 
175800, 0.9773159 
176000, 0.97558386 
176200, 0.97686892 
176400, 0.9797184 
176600, 0.97323723 
176800, 0.97575148 
177000, 0.97787462 
177200, 0.9769248 
177400, 0.97966253 
177600, 0.96999665 
177800, 0.96999665 
178000, 0.97284613 
178200, 0.97703654 
178400, 0.97133758 
178600, 0.97441055 
178800, 0.98016538 
179000, 0.98022125 
179200, 0.97647782 
179400, 0.97334898 
179600, 0.97787462 
179800, 0.97765113 
180000, 0.97239915 
180200, 0.97172868 
180400, 0.97804224 
180600, 0.97463404 
180800, 0.9763102 
181000, 0.97100235 
181200, 0.98022125 
181400, 0.97647782 
181600, 0.97502514 
181800, 0.97686892 
182000, 0.97893619 
182200, 0.97854509 
182400, 0.97116996 
182600, 0.97418706 
182800, 0.97329311 
183000, 0.97698067 
183200, 0.97960666 
183400, 0.97809811 
183600, 0.97100235 
183800, 0.97586322 
184000, 0.97636607 
184200, 0.97999777 
184400, 0.97781875 
184600, 0.97586322 
184800, 0.9773159 
185000, 0.97949492 
185200, 0.97915968 
185400, 0.97603084 
185600, 0.97960666 
185800, 0.9763102 
186000, 0.97899207 
186200, 0.97122584 
186400, 0.97882445 
186600, 0.97619846 
186800, 0.97798637 
187000, 0.97720416 
187200, 0.97323723 
187400, 0.97603084 
187600, 0.97418706 
187800, 0.97820986 
188000, 0.97608671 
188200, 0.96725891 
188400, 0.97999777 
188600, 0.97608671 
188800, 0.97681305 
189000, 0.9779305 
189200, 0.97441055 
189400, 0.97955079 
189600, 0.97670131 
189800, 0.9708906 
190000, 0.97536038 
190200, 0.98022125 
190400, 0.97776288 
190600, 0.97223153 
190800, 0.9793273 
191000, 0.97910381 
191200, 0.97955079 
191400, 0.97642195 
191600, 0.97608671 
191800, 0.97625433 
192000, 0.9763102 
192200, 0.97401944 
192400, 0.97329311 
192600, 0.97636607 
192800, 0.97346072 
193000, 0.97463404 
193200, 0.97675718 
193400, 0.97340485 
193600, 0.97223153 
193800, 0.97424293 
194000, 0.97988602 
194200, 0.96977316 
194400, 0.97977428 
194600, 0.9773159 
194800, 0.98027713 
195000, 0.98022125 
195200, 0.97245502 
195400, 0.97703654 
195600, 0.97474578 
195800, 0.97547212 
196000, 0.97217566 
196200, 0.97658956 
196400, 0.9742988 
196600, 0.97541625 
196800, 0.97463404 
197000, 0.97474578 
197200, 0.97552799 
197400, 0.97580735 
197600, 0.97569561 
197800, 0.97446642 
198000, 0.97586322 
198200, 0.97519276 
198400, 0.97921555 
198600, 0.96602972 
198800, 0.97401944 
199000, 0.97519276 
199200, 0.98005364 
199400, 0.97798637 
199600, 0.9763102 
199800, 0.97228741 
200000, 0.97357247 
