Number of Iterations, Accuracy 
44400, 0.98833819 
44600, 0.98688047 
44800, 0.9941691 
45000, 0.98469388 
45200, 0.98979592 
45400, 0.98469388 
45600, 0.98979592 
45800, 0.97959184 
46000, 0.98906706 
46200, 0.98906706 
46400, 0.98906706 
46600, 0.98177843 
46800, 0.98906706 
47000, 0.98469388 
47200, 0.98688047 
47400, 0.98688047 
47600, 0.98906706 
47800, 0.97959184 
48000, 0.98688047 
48200, 0.98906706 
48400, 0.98979592 
48600, 0.9941691 
48800, 0.98177843 
49000, 0.99344023 
49200, 0.98760933 
49400, 0.99344023 
49600, 0.97959184 
49800, 0.98177843 
50000, 0.97959184 
50200, 0.9861516 
50400, 0.98906706 
50600, 0.98177843 
50800, 0.98688047 
51000, 0.99052478 
51200, 0.98177843 
51400, 0.98177843 
51600, 0.98906706 
51800, 0.98469388 
52000, 0.98688047 
52200, 0.98833819 
52400, 0.99052478 
52600, 0.98906706 
52800, 0.98688047 
53000, 0.98688047 
53200, 0.98177843 
53400, 0.99344023 
53600, 0.98906706 
53800, 0.99344023 
54000, 0.97959184 
54200, 0.98688047 
54400, 0.98469388 
54600, 0.98688047 
54800, 0.98833819 
55000, 0.98177843 
55200, 0.9861516 
55400, 0.97959184 
55600, 0.98688047 
55800, 0.99198251 
56000, 0.99271137 
56200, 0.98177843 
56400, 0.98469388 
56600, 0.98688047 
56800, 0.98177843 
57000, 0.98177843 
57200, 0.98979592 
57400, 0.98688047 
57600, 0.98906706 
57800, 0.98688047 
58000, 0.98177843 
58200, 0.97959184 
58400, 0.99271137 
58600, 0.98906706 
58800, 0.99344023 
59000, 0.98906706 
59200, 0.98760933 
59400, 0.99344023 
59600, 0.98979592 
59800, 0.98469388 
60000, 0.99125364 
60200, 0.98760933 
60400, 0.98688047 
60600, 0.97959184 
60800, 0.97959184 
61000, 0.99198251 
61200, 0.97959184 
61400, 0.98177843 
61600, 0.98906706 
61800, 0.99344023 
62000, 0.99052478 
62200, 0.98833819 
62400, 0.98177843 
62600, 0.9861516 
62800, 0.99125364 
63000, 0.99052478 
63200, 0.98469388 
63400, 0.98469388 
63600, 0.98906706 
63800, 0.98833819 
64000, 0.99052478 
64200, 0.97959184 
64400, 0.98688047 
64600, 0.99052478 
64800, 0.99052478 
65000, 0.98177843 
65200, 0.98469388 
65400, 0.98177843 
65600, 0.98177843 
65800, 0.99271137 
66000, 0.98760933 
66200, 0.98177843 
66400, 0.98906706 
66600, 0.98760933 
66800, 0.98760933 
67000, 0.98177843 
67200, 0.99052478 
67400, 0.97959184 
67600, 0.9861516 
67800, 0.98688047 
68000, 0.99052478 
68200, 0.99344023 
68400, 0.98979592 
68600, 0.98542274 
68800, 0.98542274 
69000, 0.98469388 
69200, 0.98979592 
69400, 0.98542274 
69600, 0.98979592 
69800, 0.99052478 
70000, 0.99198251 
70200, 0.98177843 
70400, 0.98906706 
70600, 0.98177843 
70800, 0.99052478 
71000, 0.98688047 
71200, 0.98469388 
71400, 0.98906706 
71600, 0.98906706 
71800, 0.98906706 
72000, 0.98469388 
72200, 0.99344023 
72400, 0.99271137 
72600, 0.98688047 
72800, 0.98469388 
73000, 0.98979592 
73200, 0.97959184 
73400, 0.98177843 
73600, 0.99271137 
73800, 0.98760933 
74000, 0.98688047 
74200, 0.98542274 
74400, 0.99198251 
74600, 0.98760933 
74800, 0.98469388 
75000, 0.98177843 
75200, 0.98688047 
75400, 0.97959184 
75600, 0.98906706 
75800, 0.97959184 
76000, 0.98906706 
76200, 0.98906706 
76400, 0.97959184 
76600, 0.98688047 
76800, 0.98979592 
77000, 0.98542274 
77200, 0.98906706 
77400, 0.99271137 
77600, 0.97959184 
77800, 0.98833819 
78000, 0.99052478 
78200, 0.98760933 
78400, 0.98469388 
78600, 0.98833819 
78800, 0.98469388 
79000, 0.99052478 
79200, 0.98177843 
79400, 0.98688047 
79600, 0.97959184 
79800, 0.98906706 
80000, 0.99052478 
80200, 0.98688047 
80400, 0.98906706 
80600, 0.99052478 
80800, 0.98177843 
81000, 0.98177843 
81200, 0.98688047 
81400, 0.99344023 
81600, 0.98177843 
81800, 0.97959184 
82000, 0.9861516 
82200, 0.98177843 
82400, 0.97959184 
82600, 0.98833819 
82800, 0.98688047 
83000, 0.97959184 
83200, 0.98469388 
83400, 0.98906706 
83600, 0.98177843 
83800, 0.97959184 
84000, 0.98688047 
84200, 0.98906706 
84400, 0.9861516 
84600, 0.97959184 
84800, 0.9861516 
85000, 0.98906706 
85200, 0.98688047 
85400, 0.98688047 
85600, 0.99052478 
85800, 0.98688047 
86000, 0.97959184 
86200, 0.9861516 
86400, 0.98906706 
86600, 0.98469388 
86800, 0.98979592 
87000, 0.98688047 
87200, 0.98979592 
87400, 0.97959184 
87600, 0.99125364 
87800, 0.99052478 
88000, 0.98906706 
88200, 0.97959184 
88400, 0.98906706 
88600, 0.99052478 
88800, 0.98688047 
89000, 0.9941691 
89200, 0.97959184 
89400, 0.98979592 
89600, 0.98177843 
89800, 0.99271137 
90000, 0.98688047 
90200, 0.98760933 
90400, 0.97959184 
90600, 0.98979592 
90800, 0.97959184 
91000, 0.98760933 
91200, 0.9861516 
91400, 0.97959184 
91600, 0.98833819 
91800, 0.9861516 
92000, 0.98979592 
92200, 0.98979592 
92400, 0.98542274 
92600, 0.98906706 
92800, 0.98177843 
93000, 0.99271137 
93200, 0.98469388 
93400, 0.98688047 
93600, 0.97959184 
93800, 0.98688047 
94000, 0.99198251 
94200, 0.9861516 
94400, 0.98906706 
94600, 0.98760933 
94800, 0.98906706 
95000, 0.98469388 
95200, 0.99344023 
95400, 0.97959184 
95600, 0.98688047 
95800, 0.9861516 
96000, 0.9861516 
96200, 0.9941691 
96400, 0.9861516 
96600, 0.98469388 
96800, 0.98688047 
97000, 0.98906706 
97200, 0.98177843 
97400, 0.98906706 
97600, 0.98469388 
97800, 0.98688047 
98000, 0.97959184 
98200, 0.98688047 
98400, 0.98760933 
98600, 0.97959184 
98800, 0.99052478 
99000, 0.98469388 
99200, 0.98688047 
99400, 0.9861516 
99600, 0.98979592 
99800, 0.99052478 
100000, 0.99198251 
100200, 0.98177843 
100400, 0.97959184 
100600, 0.99344023 
100800, 0.99052478 
101000, 0.98906706 
101200, 0.99344023 
101400, 0.98688047 
101600, 0.98688047 
101800, 0.98906706 
102000, 0.98906706 
102200, 0.98469388 
102400, 0.99052478 
102600, 0.98906706 
102800, 0.97959184 
103000, 0.9861516 
103200, 0.99344023 
103400, 0.98906706 
103600, 0.97959184 
103800, 0.98906706 
104000, 0.98469388 
104200, 0.99271137 
104400, 0.98688047 
104600, 0.98979592 
104800, 0.9861516 
105000, 0.98469388 
105200, 0.98688047 
105400, 0.98906706 
105600, 0.98688047 
105800, 0.98469388 
106000, 0.98469388 
106200, 0.99271137 
106400, 0.98542274 
106600, 0.98177843 
106800, 0.98760933 
107000, 0.98177843 
107200, 0.98833819 
107400, 0.98906706 
107600, 0.98760933 
107800, 0.98906706 
108000, 0.98979592 
108200, 0.98688047 
108400, 0.97959184 
108600, 0.9861516 
108800, 0.98688047 
109000, 0.98542274 
109200, 0.97959184 
109400, 0.99052478 
109600, 0.99052478 
109800, 0.98906706 
110000, 0.99052478 
110200, 0.98177843 
110400, 0.98542274 
110600, 0.98906706 
110800, 0.98177843 
111000, 0.98833819 
111200, 0.97959184 
111400, 0.99198251 
111600, 0.98688047 
111800, 0.97959184 
112000, 0.98688047 
112200, 0.98906706 
112400, 0.9861516 
112600, 0.97959184 
112800, 0.99052478 
113000, 0.97959184 
113200, 0.99052478 
113400, 0.98906706 
113600, 0.98906706 
113800, 0.97959184 
114000, 0.97959184 
114200, 0.98469388 
114400, 0.98833819 
114600, 0.9861516 
114800, 0.98688047 
115000, 0.98833819 
115200, 0.98979592 
115400, 0.98177843 
115600, 0.97959184 
115800, 0.97959184 
116000, 0.98760933 
116200, 0.98542274 
116400, 0.98760933 
116600, 0.99052478 
116800, 0.98760933 
117000, 0.98469388 
117200, 0.98760933 
117400, 0.99271137 
117600, 0.99344023 
117800, 0.98979592 
118000, 0.98688047 
118200, 0.98469388 
118400, 0.98906706 
118600, 0.98906706 
118800, 0.98177843 
119000, 0.98688047 
119200, 0.98688047 
119400, 0.98906706 
119600, 0.98688047 
119800, 0.99125364 
120000, 0.98979592 
120200, 0.98906706 
120400, 0.99271137 
120600, 0.98542274 
120800, 0.99052478 
121000, 0.98906706 
121200, 0.98906706 
121400, 0.98906706 
121600, 0.98760933 
121800, 0.98979592 
122000, 0.98177843 
122200, 0.9861516 
122400, 0.98979592 
122600, 0.98906706 
122800, 0.99052478 
123000, 0.98177843 
123200, 0.97959184 
123400, 0.98469388 
123600, 0.99344023 
123800, 0.9941691 
124000, 0.98760933 
124200, 0.98760933 
124400, 0.98979592 
124600, 0.99125364 
124800, 0.98760933 
125000, 0.98177843 
125200, 0.98542274 
125400, 0.98542274 
125600, 0.98469388 
125800, 0.97959184 
126000, 0.99271137 
126200, 0.97959184 
126400, 0.99052478 
126600, 0.98906706 
126800, 0.98760933 
127000, 0.99344023 
127200, 0.99344023 
127400, 0.98469388 
127600, 0.97959184 
127800, 0.97959184 
128000, 0.98979592 
128200, 0.99198251 
128400, 0.98688047 
128600, 0.99271137 
128800, 0.98542274 
129000, 0.98833819 
129200, 0.97959184 
129400, 0.98906706 
129600, 0.99198251 
129800, 0.98979592 
130000, 0.98177843 
130200, 0.98688047 
130400, 0.99052478 
130600, 0.99271137 
130800, 0.97959184 
131000, 0.98469388 
131200, 0.98906706 
131400, 0.98760933 
131600, 0.98979592 
131800, 0.98979592 
132000, 0.98760933 
132200, 0.99344023 
132400, 0.98760933 
132600, 0.98906706 
132800, 0.97959184 
133000, 0.98833819 
133200, 0.97959184 
133400, 0.98688047 
133600, 0.99344023 
133800, 0.9861516 
134000, 0.98760933 
134200, 0.98906706 
134400, 0.97959184 
134600, 0.98688047 
134800, 0.99344023 
135000, 0.99052478 
135200, 0.98906706 
135400, 0.98906706 
135600, 0.98979592 
135800, 0.98542274 
136000, 0.98542274 
136200, 0.98396501 
136400, 0.97959184 
136600, 0.98906706 
136800, 0.98906706 
137000, 0.98177843 
137200, 0.98469388 
137400, 0.98469388 
137600, 0.99271137 
137800, 0.97959184 
138000, 0.98979592 
138200, 0.98906706 
138400, 0.99271137 
138600, 0.97959184 
138800, 0.98979592 
139000, 0.98906706 
139200, 0.98906706 
139400, 0.97959184 
139600, 0.98760933 
139800, 0.98177843 
140000, 0.98906706 
140200, 0.97959184 
140400, 0.98906706 
140600, 0.98177843 
140800, 0.98906706 
141000, 0.98979592 
141200, 0.98979592 
141400, 0.98979592 
141600, 0.98177843 
141800, 0.97959184 
142000, 0.98760933 
142200, 0.98177843 
142400, 0.98979592 
142600, 0.99125364 
142800, 0.98979592 
143000, 0.98469388 
143200, 0.98760933 
143400, 0.98979592 
143600, 0.98760933 
143800, 0.98760933 
144000, 0.98833819 
144200, 0.98469388 
144400, 0.98469388 
144600, 0.98760933 
144800, 0.98688047 
145000, 0.99052478 
145200, 0.98688047 
145400, 0.98979592 
145600, 0.98542274 
145800, 0.98177843 
146000, 0.98688047 
146200, 0.99052478 
146400, 0.99344023 
146600, 0.98688047 
146800, 0.98542274 
147000, 0.98177843 
147200, 0.99052478 
147400, 0.99344023 
147600, 0.99271137 
147800, 0.97959184 
148000, 0.98177843 
148200, 0.99052478 
148400, 0.98542274 
148600, 0.98688047 
148800, 0.98688047 
149000, 0.98688047 
149200, 0.98688047 
149400, 0.98542274 
149600, 0.9941691 
149800, 0.98979592 
150000, 0.98542274 
150200, 0.98177843 
150400, 0.98760933 
150600, 0.99344023 
150800, 0.98979592 
151000, 0.98469388 
151200, 0.97959184 
151400, 0.98760933 
151600, 0.98906706 
151800, 0.98396501 
152000, 0.97959184 
152200, 0.97959184 
152400, 0.97959184 
152600, 0.97959184 
152800, 0.97959184 
153000, 0.98688047 
153200, 0.98688047 
153400, 0.98469388 
153600, 0.98542274 
153800, 0.98469388 
154000, 0.98688047 
154200, 0.99271137 
154400, 0.98542274 
154600, 0.98760933 
154800, 0.98760933 
155000, 0.9861516 
155200, 0.97959184 
155400, 0.98979592 
155600, 0.99052478 
155800, 0.98396501 
156000, 0.98469388 
156200, 0.97959184 
156400, 0.98688047 
156600, 0.98177843 
156800, 0.98906706 
157000, 0.97959184 
157200, 0.98833819 
157400, 0.98688047 
157600, 0.98906706 
157800, 0.97959184 
158000, 0.98760933 
158200, 0.99344023 
158400, 0.98469388 
158600, 0.97959184 
158800, 0.98688047 
159000, 0.98688047 
159200, 0.98906706 
159400, 0.98688047 
159600, 0.98177843 
159800, 0.98906706 
160000, 0.99052478 
160200, 0.98177843 
160400, 0.97959184 
160600, 0.98469388 
160800, 0.98760933 
161000, 0.98688047 
161200, 0.98469388 
161400, 0.98177843 
161600, 0.98177843 
161800, 0.98177843 
162000, 0.98688047 
162200, 0.98542274 
162400, 0.98542274 
162600, 0.9941691 
162800, 0.98177843 
163000, 0.97959184 
163200, 0.97959184 
163400, 0.97959184 
163600, 0.9861516 
163800, 0.98979592 
164000, 0.9861516 
164200, 0.98469388 
164400, 0.97959184 
164600, 0.99271137 
164800, 0.98542274 
165000, 0.98906706 
165200, 0.98688047 
165400, 0.98760933 
165600, 0.98542274 
165800, 0.98833819 
166000, 0.98906706 
166200, 0.97959184 
166400, 0.99052478 
166600, 0.98906706 
166800, 0.98396501 
167000, 0.98688047 
167200, 0.98760933 
167400, 0.9861516 
167600, 0.98760933 
167800, 0.99271137 
168000, 0.98979592 
168200, 0.98979592 
168400, 0.97959184 
168600, 0.99052478 
168800, 0.98906706 
169000, 0.98760933 
169200, 0.98760933 
169400, 0.98688047 
169600, 0.98177843 
169800, 0.98688047 
170000, 0.98469388 
170200, 0.99271137 
170400, 0.99271137 
170600, 0.99271137 
170800, 0.98177843 
171000, 0.98177843 
171200, 0.99344023 
171400, 0.97959184 
171600, 0.98688047 
171800, 0.98906706 
172000, 0.97959184 
172200, 0.98906706 
172400, 0.98760933 
172600, 0.98906706 
172800, 0.98688047 
173000, 0.98906706 
173200, 0.98177843 
173400, 0.98906706 
173600, 0.98979592 
173800, 0.98177843 
174000, 0.98469388 
174200, 0.98688047 
174400, 0.99271137 
174600, 0.98688047 
174800, 0.98979592 
175000, 0.99052478 
175200, 0.99052478 
175400, 0.98979592 
175600, 0.97959184 
175800, 0.98177843 
176000, 0.98177843 
176200, 0.98177843 
176400, 0.98906706 
176600, 0.98177843 
176800, 0.99344023 
177000, 0.98833819 
177200, 0.9861516 
177400, 0.98833819 
177600, 0.98177843 
177800, 0.97959184 
178000, 0.99052478 
178200, 0.98906706 
178400, 0.98542274 
178600, 0.97959184 
178800, 0.98833819 
179000, 0.98760933 
179200, 0.99271137 
179400, 0.98979592 
179600, 0.98688047 
179800, 0.98542274 
180000, 0.98469388 
180200, 0.98688047 
180400, 0.98688047 
180600, 0.98979592 
180800, 0.99052478 
181000, 0.98906706 
181200, 0.99125364 
181400, 0.98688047 
181600, 0.98469388 
181800, 0.99271137 
182000, 0.99052478 
182200, 0.98542274 
182400, 0.98177843 
182600, 0.98979592 
182800, 0.9861516 
183000, 0.97959184 
183200, 0.98760933 
183400, 0.99052478 
183600, 0.98688047 
183800, 0.98979592 
184000, 0.98760933 
184200, 0.98906706 
184400, 0.99052478 
184600, 0.99052478 
184800, 0.98688047 
185000, 0.98469388 
185200, 0.99052478 
185400, 0.98177843 
185600, 0.98469388 
185800, 0.98469388 
186000, 0.97959184 
186200, 0.98906706 
186400, 0.98906706 
186600, 0.99052478 
186800, 0.97959184 
187000, 0.97959184 
187200, 0.97959184 
187400, 0.97959184 
187600, 0.98906706 
187800, 0.98833819 
188000, 0.98469388 
188200, 0.97959184 
188400, 0.98906706 
188600, 0.98833819 
188800, 0.98542274 
189000, 0.98760933 
189200, 0.99052478 
189400, 0.98979592 
189600, 0.98469388 
189800, 0.98979592 
190000, 0.98396501 
190200, 0.99052478 
190400, 0.97959184 
190600, 0.99052478 
190800, 0.98906706 
191000, 0.97959184 
191200, 0.98688047 
191400, 0.98177843 
191600, 0.99052478 
191800, 0.98469388 
192000, 0.98177843 
192200, 0.98177843 
192400, 0.99052478 
192600, 0.98760933 
192800, 0.98688047 
193000, 0.98688047 
193200, 0.99125364 
193400, 0.98688047 
193600, 0.98760933 
193800, 0.99052478 
194000, 0.99052478 
194200, 0.98760933 
194400, 0.98177843 
194600, 0.98760933 
194800, 0.99125364 
195000, 0.98469388 
195200, 0.98469388 
195400, 0.9941691 
195600, 0.9941691 
195800, 0.98979592 
196000, 0.9941691 
196200, 0.98906706 
196400, 0.98469388 
196600, 0.98469388 
196800, 0.98688047 
197000, 0.98979592 
197200, 0.99344023 
197400, 0.97959184 
197600, 0.98688047 
197800, 0.98542274 
198000, 0.98979592 
198200, 0.9861516 
198400, 0.9861516 
198600, 0.99344023 
198800, 0.98979592 
199000, 0.98760933 
199200, 0.97959184 
199400, 0.98688047 
199600, 0.99344023 
199800, 0.98906706 
200000, 0.98906706 
