Number of Iterations, Accuracy 
104600, 0.9925 
104800, 0.9925 
105000, 0.992 
105200, 0.9855 
105400, 0.9905 
105600, 0.994 
105800, 0.99225 
106000, 0.99225 
106200, 0.99225 
106400, 0.99275 
106600, 0.99075 
106800, 0.992 
107000, 0.992 
107200, 0.9915 
107400, 0.99125 
107600, 0.99275 
107800, 0.99175 
108000, 0.99175 
108200, 0.99325 
108400, 0.99125 
108600, 0.992 
108800, 0.99125 
109000, 0.991 
109200, 0.993 
109400, 0.99225 
109600, 0.99275 
109800, 0.99225 
110000, 0.99225 
110200, 0.99325 
110400, 0.99175 
110600, 0.99225 
110800, 0.9925 
111000, 0.9915 
111200, 0.99175 
111400, 0.9905 
111600, 0.99275 
111800, 0.99275 
112000, 0.99275 
112200, 0.99225 
112400, 0.99275 
112600, 0.9935 
112800, 0.99275 
113000, 0.9925 
113200, 0.98625 
113400, 0.99175 
113600, 0.9895 
113800, 0.99225 
114000, 0.99275 
114200, 0.99075 
114400, 0.99275 
114600, 0.99175 
114800, 0.99275 
115000, 0.993 
115200, 0.99225 
115400, 0.99225 
115600, 0.991 
115800, 0.99275 
116000, 0.99175 
116200, 0.993 
116400, 0.993 
116600, 0.99 
116800, 0.99175 
117000, 0.99275 
117200, 0.992 
117400, 0.99275 
117600, 0.991 
117800, 0.9925 
118000, 0.993 
118200, 0.983 
118400, 0.993 
118600, 0.9925 
118800, 0.993 
119000, 0.993 
119200, 0.99275 
119400, 0.99225 
119600, 0.98925 
119800, 0.99175 
120000, 0.99225 
120200, 0.99225 
120400, 0.9925 
120600, 0.993 
120800, 0.99225 
121000, 0.9925 
121200, 0.99275 
121400, 0.9915 
121600, 0.99175 
121800, 0.9925 
122000, 0.9915 
122200, 0.99225 
122400, 0.99225 
122600, 0.99175 
122800, 0.99275 
123000, 0.98975 
123200, 0.992 
123400, 0.992 
123600, 0.991 
123800, 0.99225 
124000, 0.99275 
124200, 0.988 
124400, 0.992 
124600, 0.991 
124800, 0.9925 
125000, 0.99275 
125200, 0.99175 
125400, 0.99275 
125600, 0.993 
125800, 0.9925 
126000, 0.9925 
126200, 0.99225 
126400, 0.9915 
126600, 0.9925 
126800, 0.9865 
127000, 0.99275 
127200, 0.99 
127400, 0.99225 
127600, 0.99275 
127800, 0.9925 
128000, 0.99225 
128200, 0.993 
128400, 0.99275 
128600, 0.99125 
128800, 0.992 
129000, 0.991 
129200, 0.99225 
129400, 0.9875 
129600, 0.993 
129800, 0.99325 
130000, 0.992 
130200, 0.992 
130400, 0.993 
130600, 0.9925 
130800, 0.992 
131000, 0.9905 
131200, 0.9915 
131400, 0.9905 
131600, 0.99225 
131800, 0.9925 
132000, 0.99225 
132200, 0.992 
132400, 0.99325 
132600, 0.99175 
132800, 0.99325 
133000, 0.9925 
133200, 0.99175 
133400, 0.99175 
133600, 0.992 
133800, 0.99225 
134000, 0.98875 
134200, 0.992 
134400, 0.9925 
134600, 0.99275 
134800, 0.99275 
135000, 0.992 
135200, 0.99225 
135400, 0.9925 
135600, 0.99175 
135800, 0.992 
136000, 0.993 
136200, 0.993 
136400, 0.992 
136600, 0.99325 
136800, 0.99175 
137000, 0.99175 
137200, 0.99125 
137400, 0.99175 
137600, 0.992 
137800, 0.9915 
138000, 0.99175 
138200, 0.99175 
138400, 0.992 
138600, 0.992 
138800, 0.99075 
139000, 0.993 
139200, 0.989 
139400, 0.9925 
139600, 0.99225 
139800, 0.993 
140000, 0.9925 
140200, 0.991 
140400, 0.99275 
140600, 0.99325 
140800, 0.9915 
141000, 0.9885 
141200, 0.9915 
141400, 0.9905 
141600, 0.993 
141800, 0.9865 
142000, 0.9925 
142200, 0.993 
142400, 0.99125 
142600, 0.992 
142800, 0.991 
143000, 0.99275 
143200, 0.9925 
143400, 0.99225 
143600, 0.99175 
143800, 0.99275 
144000, 0.99075 
144200, 0.99075 
144400, 0.9915 
144600, 0.99225 
144800, 0.991 
145000, 0.9925 
145200, 0.9895 
145400, 0.9925 
145600, 0.9845 
145800, 0.99275 
146000, 0.9925 
146200, 0.992 
146400, 0.9915 
146600, 0.99275 
146800, 0.99025 
147000, 0.99175 
147200, 0.9915 
147400, 0.99225 
147600, 0.99325 
147800, 0.9915 
148000, 0.99175 
148200, 0.99175 
148400, 0.9925 
148600, 0.992 
148800, 0.99225 
149000, 0.9925 
149200, 0.99275 
149400, 0.99275 
149600, 0.9915 
149800, 0.99275 
150000, 0.993 
150200, 0.992 
150400, 0.99275 
150600, 0.993 
150800, 0.98825 
151000, 0.992 
151200, 0.98975 
151400, 0.992 
151600, 0.99275 
151800, 0.99275 
152000, 0.99225 
152200, 0.992 
152400, 0.99275 
152600, 0.992 
152800, 0.99175 
153000, 0.993 
153200, 0.9915 
153400, 0.9935 
153600, 0.99025 
153800, 0.992 
154000, 0.993 
154200, 0.99125 
154400, 0.99075 
154600, 0.991 
154800, 0.9925 
155000, 0.9925 
155200, 0.99125 
155400, 0.99175 
155600, 0.9915 
155800, 0.9925 
156000, 0.98475 
156200, 0.99275 
156400, 0.99175 
156600, 0.99275 
156800, 0.992 
157000, 0.992 
157200, 0.99275 
157400, 0.98925 
157600, 0.99275 
157800, 0.991 
158000, 0.99225 
158200, 0.9925 
158400, 0.9915 
158600, 0.993 
158800, 0.99275 
159000, 0.9915 
159200, 0.993 
159400, 0.991 
159600, 0.9925 
159800, 0.992 
160000, 0.99225 
160200, 0.99225 
160400, 0.992 
160600, 0.9925 
160800, 0.99275 
161000, 0.9925 
161200, 0.992 
161400, 0.993 
161600, 0.9905 
161800, 0.9925 
162000, 0.9925 
162200, 0.99275 
162400, 0.99075 
162600, 0.99125 
162800, 0.9915 
163000, 0.9925 
163200, 0.99275 
163400, 0.9915 
163600, 0.99275 
163800, 0.9925 
164000, 0.992 
164200, 0.99325 
164400, 0.99175 
164600, 0.992 
164800, 0.99225 
165000, 0.99175 
165200, 0.99275 
165400, 0.99225 
165600, 0.99225 
165800, 0.992 
166000, 0.993 
166200, 0.9925 
166400, 0.99275 
166600, 0.9925 
166800, 0.99225 
167000, 0.99275 
167200, 0.99275 
167400, 0.99325 
167600, 0.99225 
167800, 0.9895 
168000, 0.99275 
168200, 0.99175 
168400, 0.99275 
168600, 0.99325 
168800, 0.99225 
169000, 0.99225 
169200, 0.9895 
169400, 0.99325 
169600, 0.99025 
169800, 0.9925 
170000, 0.99225 
170200, 0.99125 
170400, 0.98625 
170600, 0.99225 
170800, 0.99225 
171000, 0.992 
171200, 0.99225 
171400, 0.991 
171600, 0.99225 
171800, 0.9925 
172000, 0.99175 
172200, 0.99125 
172400, 0.99225 
172600, 0.9925 
172800, 0.99225 
173000, 0.99225 
173200, 0.9915 
173400, 0.992 
173600, 0.99225 
173800, 0.99275 
174000, 0.99225 
174200, 0.99275 
174400, 0.9915 
174600, 0.99225 
174800, 0.993 
175000, 0.9935 
175200, 0.992 
175400, 0.9915 
175600, 0.99125 
175800, 0.992 
176000, 0.99225 
176200, 0.993 
176400, 0.99225 
176600, 0.99125 
176800, 0.99175 
177000, 0.99175 
177200, 0.991 
177400, 0.993 
177600, 0.99075 
177800, 0.99225 
178000, 0.99225 
178200, 0.993 
178400, 0.992 
178600, 0.99225 
178800, 0.99225 
179000, 0.99225 
179200, 0.9915 
179400, 0.99275 
179600, 0.99225 
179800, 0.99175 
180000, 0.99325 
180200, 0.99175 
180400, 0.99275 
180600, 0.99225 
180800, 0.992 
181000, 0.99175 
181200, 0.9925 
181400, 0.99325 
181600, 0.99275 
181800, 0.9915 
182000, 0.99125 
182200, 0.9925 
182400, 0.99225 
182600, 0.992 
182800, 0.9925 
183000, 0.993 
183200, 0.99225 
183400, 0.9915 
183600, 0.99225 
183800, 0.99175 
184000, 0.9925 
184200, 0.99175 
184400, 0.993 
184600, 0.99175 
184800, 0.988 
185000, 0.99275 
185200, 0.9915 
185400, 0.992 
185600, 0.9935 
185800, 0.992 
186000, 0.992 
186200, 0.9935 
186400, 0.9925 
186600, 0.99325 
186800, 0.993 
187000, 0.9925 
187200, 0.99225 
187400, 0.9925 
187600, 0.9905 
187800, 0.992 
188000, 0.993 
188200, 0.992 
188400, 0.992 
188600, 0.9925 
188800, 0.99275 
189000, 0.99175 
189200, 0.993 
189400, 0.992 
189600, 0.992 
189800, 0.993 
190000, 0.99175 
190200, 0.9925 
190400, 0.993 
190600, 0.99275 
190800, 0.9925 
191000, 0.9885 
191200, 0.9925 
191400, 0.99225 
191600, 0.9925 
191800, 0.9925 
192000, 0.993 
192200, 0.99225 
192400, 0.9925 
192600, 0.9915 
192800, 0.99225 
193000, 0.99175 
193200, 0.99225 
193400, 0.99325 
193600, 0.9915 
193800, 0.99275 
194000, 0.9925 
194200, 0.9915 
194400, 0.9925 
194600, 0.9925 
194800, 0.99325 
195000, 0.99325 
195200, 0.9905 
195400, 0.99125 
195600, 0.99225 
195800, 0.99325 
196000, 0.993 
196200, 0.99225 
196400, 0.99225 
196600, 0.99225 
196800, 0.99225 
197000, 0.99175 
197200, 0.99275 
197400, 0.9915 
197600, 0.9915 
197800, 0.99175 
198000, 0.992 
198200, 0.99225 
198400, 0.992 
198600, 0.9895 
198800, 0.99225 
199000, 0.99225 
199200, 0.99275 
199400, 0.99275 
199600, 0.991 
199800, 0.98925 
200000, 0.9925 
200200, 0.9925 
200400, 0.993 
200600, 0.99125 
200800, 0.99125 
201000, 0.99125 
201200, 0.99175 
201400, 0.993 
201600, 0.99225 
201800, 0.9925 
202000, 0.9925 
202200, 0.99325 
202400, 0.99275 
202600, 0.992 
202800, 0.993 
203000, 0.99225 
203200, 0.9905 
203400, 0.98675 
203600, 0.99225 
203800, 0.99225 
204000, 0.99225 
204200, 0.9925 
204400, 0.99225 
204600, 0.993 
204800, 0.992 
205000, 0.993 
205200, 0.99275 
205400, 0.99175 
205600, 0.9925 
205800, 0.992 
206000, 0.99125 
206200, 0.99275 
206400, 0.9915 
206600, 0.992 
206800, 0.99275 
207000, 0.98525 
207200, 0.9915 
207400, 0.9925 
207600, 0.99275 
207800, 0.99275 
208000, 0.99175 
208200, 0.993 
208400, 0.99275 
208600, 0.99275 
208800, 0.99175 
209000, 0.99225 
209200, 0.9935 
209400, 0.99225 
209600, 0.99225 
209800, 0.99175 
210000, 0.9925 
210200, 0.993 
210400, 0.991 
210600, 0.988 
210800, 0.9915 
211000, 0.9915 
211200, 0.99225 
211400, 0.9925 
211600, 0.989 
211800, 0.99175 
212000, 0.992 
212200, 0.99175 
212400, 0.992 
212600, 0.99175 
212800, 0.992 
213000, 0.9855 
213200, 0.99075 
213400, 0.993 
213600, 0.993 
213800, 0.9925 
214000, 0.9915 
214200, 0.992 
214400, 0.992 
214600, 0.99225 
214800, 0.992 
215000, 0.99275 
215200, 0.9925 
215400, 0.991 
215600, 0.9925 
215800, 0.993 
216000, 0.99225 
216200, 0.9925 
216400, 0.993 
216600, 0.993 
216800, 0.993 
217000, 0.99225 
217200, 0.9925 
217400, 0.984 
217600, 0.991 
217800, 0.99125 
218000, 0.99275 
218200, 0.9925 
218400, 0.991 
218600, 0.99225 
218800, 0.992 
219000, 0.9915 
219200, 0.97775 
219400, 0.9925 
219600, 0.99125 
219800, 0.9925 
220000, 0.992 
220200, 0.9925 
220400, 0.99275 
220600, 0.98575 
220800, 0.99225 
221000, 0.992 
221200, 0.9905 
221400, 0.99275 
221600, 0.99275 
221800, 0.9925 
222000, 0.992 
222200, 0.99125 
222400, 0.98725 
222600, 0.98825 
222800, 0.99075 
223000, 0.992 
223200, 0.98925 
223400, 0.99225 
223600, 0.99175 
223800, 0.992 
224000, 0.992 
224200, 0.99225 
224400, 0.99275 
224600, 0.99225 
224800, 0.993 
225000, 0.99175 
225200, 0.99175 
225400, 0.992 
225600, 0.99275 
225800, 0.99275 
226000, 0.9925 
226200, 0.99275 
226400, 0.99225 
226600, 0.992 
226800, 0.993 
227000, 0.99225 
227200, 0.992 
227400, 0.9925 
227600, 0.9915 
227800, 0.9925 
228000, 0.99225 
228200, 0.993 
228400, 0.981 
228600, 0.99225 
228800, 0.9925 
229000, 0.992 
229200, 0.99275 
229400, 0.9915 
229600, 0.992 
229800, 0.98975 
230000, 0.9925 
230200, 0.993 
230400, 0.99125 
230600, 0.99225 
230800, 0.992 
231000, 0.99275 
231200, 0.991 
231400, 0.9925 
231600, 0.99275 
231800, 0.9905 
232000, 0.9925 
232200, 0.99225 
232400, 0.99375 
232600, 0.99275 
232800, 0.99225 
233000, 0.9925 
233200, 0.99175 
233400, 0.99275 
233600, 0.99175 
233800, 0.99275 
234000, 0.9925 
234200, 0.9925 
234400, 0.9935 
234600, 0.992 
234800, 0.99125 
235000, 0.99225 
235200, 0.9915 
235400, 0.9915 
235600, 0.9925 
235800, 0.99275 
236000, 0.993 
236200, 0.991 
236400, 0.99025 
236600, 0.99325 
236800, 0.9925 
237000, 0.99175 
237200, 0.99225 
237400, 0.9925 
237600, 0.99225 
237800, 0.99225 
238000, 0.99125 
238200, 0.992 
238400, 0.99325 
238600, 0.99275 
238800, 0.992 
239000, 0.992 
239200, 0.9925 
239400, 0.99225 
239600, 0.99175 
239800, 0.99175 
240000, 0.992 
240200, 0.99275 
240400, 0.9925 
240600, 0.9925 
240800, 0.992 
241000, 0.993 
241200, 0.992 
241400, 0.9915 
241600, 0.99175 
241800, 0.9935 
242000, 0.99325 
242200, 0.99275 
242400, 0.9925 
242600, 0.99175 
242800, 0.99225 
243000, 0.99175 
243200, 0.987 
243400, 0.99175 
243600, 0.99075 
243800, 0.99175 
244000, 0.99275 
244200, 0.99225 
244400, 0.99225 
244600, 0.99125 
244800, 0.99325 
245000, 0.9925 
245200, 0.99175 
245400, 0.9925 
245600, 0.9925 
245800, 0.99275 
246000, 0.97375 
246200, 0.99275 
246400, 0.99225 
246600, 0.98875 
246800, 0.98625 
247000, 0.9865 
247200, 0.993 
247400, 0.992 
247600, 0.992 
247800, 0.9925 
248000, 0.992 
248200, 0.9915 
248400, 0.992 
248600, 0.99 
248800, 0.9925 
249000, 0.9925 
249200, 0.99275 
249400, 0.993 
249600, 0.9925 
249800, 0.99275 
250000, 0.9895 
250200, 0.9925 
250400, 0.99325 
250600, 0.993 
250800, 0.99225 
251000, 0.9915 
251200, 0.99325 
251400, 0.99175 
251600, 0.9915 
251800, 0.99075 
252000, 0.99175 
252200, 0.993 
252400, 0.99225 
252600, 0.993 
252800, 0.99275 
253000, 0.9895 
253200, 0.993 
253400, 0.99175 
253600, 0.99125 
253800, 0.9855 
254000, 0.99175 
254200, 0.9925 
254400, 0.98325 
254600, 0.992 
254800, 0.99225 
255000, 0.99225 
255200, 0.99125 
255400, 0.9925 
255600, 0.9915 
255800, 0.992 
256000, 0.99075 
256200, 0.99175 
256400, 0.992 
256600, 0.993 
256800, 0.99075 
257000, 0.99275 
257200, 0.99225 
257400, 0.99175 
257600, 0.9925 
257800, 0.99275 
258000, 0.98475 
258200, 0.99175 
258400, 0.99175 
258600, 0.99125 
258800, 0.9925 
259000, 0.9915 
259200, 0.99225 
259400, 0.99275 
259600, 0.99225 
259800, 0.99275 
260000, 0.992 
260200, 0.99175 
260400, 0.9895 
260600, 0.9915 
260800, 0.992 
261000, 0.9925 
261200, 0.99275 
261400, 0.99225 
261600, 0.99 
261800, 0.99225 
262000, 0.99175 
262200, 0.99275 
262400, 0.993 
262600, 0.99175 
262800, 0.992 
263000, 0.9915 
263200, 0.993 
263400, 0.99175 
263600, 0.978 
263800, 0.99175 
264000, 0.99275 
264200, 0.9915 
264400, 0.99275 
264600, 0.99075 
264800, 0.99175 
265000, 0.98025 
265200, 0.9925 
265400, 0.992 
265600, 0.99275 
265800, 0.99275 
266000, 0.992 
266200, 0.992 
266400, 0.99225 
266600, 0.992 
266800, 0.993 
267000, 0.9925 
267200, 0.98775 
267400, 0.9925 
267600, 0.99225 
267800, 0.99125 
268000, 0.9925 
268200, 0.9925 
268400, 0.9915 
268600, 0.98875 
268800, 0.99225 
269000, 0.99375 
269200, 0.993 
269400, 0.99375 
269600, 0.99225 
269800, 0.992 
270000, 0.98875 
270200, 0.992 
270400, 0.99025 
270600, 0.99275 
270800, 0.9935 
271000, 0.99375 
271200, 0.98925 
271400, 0.99275 
271600, 0.9935 
271800, 0.9915 
272000, 0.992 
272200, 0.99225 
272400, 0.9905 
272600, 0.99225 
272800, 0.992 
273000, 0.9925 
273200, 0.992 
273400, 0.98625 
273600, 0.992 
273800, 0.9915 
274000, 0.99275 
274200, 0.99275 
274400, 0.993 
274600, 0.9925 
274800, 0.99225 
275000, 0.99225 
275200, 0.991 
275400, 0.99175 
275600, 0.9925 
275800, 0.993 
276000, 0.99125 
276200, 0.99125 
276400, 0.992 
276600, 0.99275 
276800, 0.99325 
277000, 0.991 
277200, 0.992 
277400, 0.993 
277600, 0.99275 
277800, 0.98925 
278000, 0.9925 
278200, 0.99325 
278400, 0.99325 
278600, 0.992 
278800, 0.9915 
279000, 0.99125 
279200, 0.9915 
279400, 0.9925 
279600, 0.99325 
279800, 0.9915 
280000, 0.99075 
280200, 0.98775 
280400, 0.99275 
280600, 0.9925 
280800, 0.9925 
281000, 0.99125 
281200, 0.9915 
281400, 0.99075 
281600, 0.98925 
281800, 0.99275 
282000, 0.9895 
282200, 0.97825 
282400, 0.99175 
282600, 0.993 
282800, 0.992 
283000, 0.99325 
283200, 0.992 
283400, 0.99275 
283600, 0.992 
283800, 0.9925 
284000, 0.9925 
284200, 0.99225 
284400, 0.9895 
284600, 0.992 
284800, 0.99075 
285000, 0.993 
285200, 0.99175 
285400, 0.9925 
285600, 0.991 
285800, 0.992 
286000, 0.99275 
286200, 0.9925 
286400, 0.9925 
286600, 0.993 
